,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,ProjectIdentifier,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodName,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,ResultValueTypeName,PrecisionValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName,LeadValue,LeadValue_ug_l,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,StateCode,CountyCode,Month,geometry
7696,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33874.CHEM,Sample-Routine,Water,2018-08-01,INSTOR_WQX-1915,2064,Unknown,Unknown,Lead,2.79,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.79,2.79,LMG060-0005,River/Stream,41.6126121512,-87.1740451808,18.0,127.0,8,POINT (-87.17404518079999 41.6126121512)
7697,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33873.CHEM,Sample-Routine,Water,2018-08-01,INSTOR_WQX-1916,2064,Unknown,Unknown,Lead,2.01,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,2.01,2.01,LMG040-0003,River/Stream,41.6024729357,-87.19342733270001,18.0,127.0,8,POINT (-87.19342733270001 41.6024729357)
7698,USGS-TX,USGS Texas Water Science Center,nwistx.01.01802809,Sample-Routine,Water,2018-08-01,USGS-08070200,,40,Multiple verticals,Lead,0.55,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.55,0.55,"E Fk San Jacinto Rv nr New Caney, TX",Stream,30.145230600000005,-95.12461390000001,48.0,339.0,8,POINT (-95.12461390000001 30.1452306)
7699,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800469,Sample-Routine,Water,2018-08-01,USGS-452102092212201,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.087,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.087,0.087,PDCT-U4   033N16W16BA    01 HQ 47,Well,45.349675,-92.3588333,55.0,95.0,8,POINT (-92.3588333 45.349675)
7700,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802015,Sample-Routine,Water,2018-08-01,USGS-02336340,,10,Equal width increment (ewi),Lead,1.7,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,1.7,1.7,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",Stream,33.8978804,-84.345481,13.0,89.0,8,POINT (-84.34548100000001 33.8978804)
7701,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802013,Sample-Composite Without Parents,Water,2018-08-01,USGS-02336120,,10,Equal width increment (ewi),Lead,2.8,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,2.8,2.8,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",Stream,33.8314931,-84.342703,13.0,89.0,8,POINT (-84.342703 33.8314931)
7702,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808006-01-05,Sample-Routine,Water,2018-08-01,TDECWR_WQX-TNW000005863,TNPR0051,TDECWRGRAB,WATER SAMPLE,Lead,0.203,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.203,0.203,SNAKE CREEK,River/Stream,35.22,-88.4269,47.0,109.0,8,POINT (-88.4269 35.22)
7703,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802014,Sample-Routine,Water,2018-08-01,USGS-02336240,,10,Equal width increment (ewi),Lead,2.2,ug/l,Accepted,Actual,,PLM28,USGS,"Elements, wu, ICP-MS  (DODEC_01)",Laboratory Reporting Level,1.0,ug/l,NWIS,2.2,2.2,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",Stream,33.8028826,-84.34075849999999,13.0,89.0,8,POINT (-84.34075849999999 33.8028826)
7704,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30660Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-CC,STREAM,GRAB,Grab Sample  using water sampler,Lead,1,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.0,1.0,South Platte River 100 yards upstream confluence Clear Crk.,River/Stream,39.827,-104.94858300000001,8.0,1.0,8,POINT (-104.948583 39.827)
7705,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30659Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-CC,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.9,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.9,0.9,Clear Creek at York Street,River/Stream,39.827894,-104.95911000000001,8.0,1.0,8,POINT (-104.95911 39.827894)
7706,USGS-ID,USGS Idaho Water Science Center,nwisid.01.01800911,Sample-Routine,Water,2018-08-01,USGS-13336500,,10,Equal width increment (ewi),Lead,0.064,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.064,0.064,SELWAY RIVER NR LOWELL ID,Stream,46.0866667,-115.5138889,16.0,49.0,8,POINT (-115.5138889 46.0866667)
7707,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33870.CHEM,Sample-Routine,Water,2018-08-01,INSTOR_WQX-1922,2064,Unknown,Unknown,Lead,1.17,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.17,1.17,LMG060-0008,River/Stream,41.6168180487,-87.1262215881,18.0,127.0,8,POINT (-87.12622158809999 41.6168180487)
7708,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30655Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SFE,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.4,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.4,0.4,Metro Wastewater Reclamation District South Final Effluent - CO-0026638,Facility Municipal Sewage (POTW),39.812771999999995,-104.95443999999999,8.0,1.0,8,POINT (-104.95444 39.812772)
7709,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30668Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-RD28,STREAM,GRAB,Grab Sample  using water sampler,Lead,1.7,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.7,1.7,South Platte River at Weld County Road 28,River/Stream,40.188261,-104.829437,8.0,123.0,8,POINT (-104.829437 40.188261)
7710,USGS-SC,USGS South Carolina Water Science Center,nwissc.01.01800191,Sample-Routine,Water,2018-08-01,USGS-330256080354500,,4040,Submersible pump,Lead,0.099,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.099,0.099,COL-  97,Well,33.047666,-80.5975999,45.0,29.0,8,POINT (-80.59759990000001 33.047666)
7711,USGS-NY,USGS New York Water Science Center,nwisny.01.01802532,Sample-Routine,Water,2018-08-01,USGS-423141074153301,,USGS,USGS,Lead,0.04,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,0.04,0.04,SO2182,Well,42.5280556,-74.25916670000001,36.0,95.0,8,POINT (-74.25916670000001 42.5280556)
7712,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30662Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-104,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.9,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.9,0.9,South Platte River at 104th Avenue,River/Stream,39.885306,-104.901556,8.0,1.0,8,POINT (-104.901556 39.885306)
7714,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30664Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-160,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.2,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.2,0.2,South Platte River at 160th Avenue,River/Stream,39.986955,-104.832293,8.0,1.0,8,POINT (-104.832293 39.986955)
7715,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2488,Sample-Routine,Water,2018-08-01,1119USBR_WQX-YBO001,WQDATA,GRAB,Grab,Lead,4.26,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,4.26,4.26,BUMPING RIVER AT GAGE BELOW DAM,River/Stream,46.88,-121.2825,53.0,77.0,8,POINT (-121.2825 46.88)
7716,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2485,Sample-Routine,Water,2018-08-01,1119USBR_WQX-YBO010,WQDATA,GRAB,Grab,Lead,3.90,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,3.9,3.9,BUMPING 100M ABOVE DAM,Reservoir,46.8725,-121.3,53.0,77.0,8,POINT (-121.3 46.8725)
7717,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30653Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SC,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.6,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.6,0.6,Sand Creek on Burlington Ditch Flume,River/Stream,39.81006,-104.950667,8.0,1.0,8,POINT (-104.950667 39.81006)
7718,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-222257,Sample-Routine,Water,2018-08-01,NJDEP_BFBM-01443293,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.269,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.269,0.269,Paulins Kill trib 1 at Meadows Rd at Lafayette NJ,River/Stream,41.105833000000004,-74.682222,34.0,37.0,8,POINT (-74.682222 41.105833)
7719,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800925,Sample-Routine,Water,2018-08-01,USGS-475534102320601,,4040,Submersible pump,Lead,1.13,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,1.13,1.13,151-093-01CBB,Well,47.9261694,-102.5350333,38.0,55.0,8,POINT (-102.5350333 47.9261694)
7720,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01801240,Sample-Routine,Water,2018-08-01,USGS-01209710,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.052,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.052,0.052,"NORWALK RIVER AT WINNIPAUK,CT.",Stream,41.135374299999995,-73.426231,9.0,1.0,8,POINT (-73.426231 41.1353743)
7721,IL_EPA_WQX,illinois epa,IL_EPA_WQX-18H0157,Sample-Routine,Water,2018-08-01,IL_EPA_WQX-QZS-02,Lake Michigan,Not available,Sample-collection method not available,Lead,0.18,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,5,ug/l,STORET,0.18,0.18,CHICAGO HARBOR/NAVY PIER,Great Lake,41.890251,-87.60647900000001,17.0,31.0,8,POINT (-87.60647900000001 41.890251)
7722,IL_EPA_WQX,illinois epa,IL_EPA_WQX-18H0154,Sample-Routine,Water,2018-08-01,IL_EPA_WQX-QZS-01,Lake Michigan,Not available,Sample-collection method not available,Lead,0.18,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,5,ug/l,STORET,0.18,0.18,CHICAGO HARBOR/NAVY PIER,Great Lake,41.898665,-87.611112,17.0,31.0,8,POINT (-87.61111200000001 41.898665)
7723,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30658Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-64,STREAM,GRAB,Grab Sample  using water sampler,Lead,1.1,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,1.1,1.1,South Platte River at 64th Avenue,River/Stream,39.812185,-104.958525,8.0,1.0,8,POINT (-104.958525 39.812185)
7724,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30670Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-SP-FTL,STREAM,GRAB,Grab Sample  using water sampler,Lead,2.3,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,2.3,2.3,South Platte River at Colorado Highway 52 in Fort Lupton,River/Stream,40.080078,-104.821383,8.0,123.0,8,POINT (-104.821383 40.080078)
7725,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30671Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-BDC,STREAM,GRAB,Grab Sample  using water sampler,Lead,7.6,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,7.6,7.6,Big Dry Creek 50 yards upstream USGS Guage Station 067720990,River/Stream,40.069333,-104.83274300000001,8.0,123.0,8,POINT (-104.832743 40.069333)
7727,1119USBR_WQX,Bureau of Reclamation,1119USBR_WQX-18-A2473,Sample-Routine,Water,2018-08-01,1119USBR_WQX-BUR003,WQDATA,GRAB,Grab,Lead,10.47,ug/l,Final,Actual,,200.12,USEPA,Elements in Water by Temperature GFAA,Method Detection Level,2.0,ug/l,STORET,10.47,10.47,UNITY  200 METERS ABOVE DAM,Reservoir,44.5041667,-118.18222220000001,41.0,1.0,8,POINT (-118.1822222 44.5041667)
7728,MWRD_WQX,Metro Waste Water Reclamation District,MWRD_WQX-AE30674Sample-Routine,Sample-Routine,Water,2018-08-01,MWRD_WQX-NTP-SPR,STREAM,GRAB,Grab Sample  using water sampler,Lead,0.5,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Method Detection Level,0.2,ug/l,STORET,0.5,0.5,Northern Treatment Plant Effluent,Facility Municipal Sewage (POTW),40.00148,-104.825378,8.0,123.0,8,POINT (-104.825378 40.00148)
7729,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-222261,Sample-Routine,Water,2018-08-02,NJDEP_BFBM-01457930,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.077,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.077,0.077,Delaware River UNT On dirt driveway off Rt 627,River/Stream,40.572542,-75.15597700000001,34.0,19.0,8,POINT (-75.15597700000001 40.572542)
7730,USGS-AR,USGS Arkansas Water Science Center,nwisar.01.01801894,Sample-Routine,Water,2018-08-02,USGS-345618091150902,,USGS,USGS,Lead,0.027,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.027,0.027,04N02W30BAC2,Well,34.938,-91.2541,5.0,95.0,8,POINT (-91.25409999999999 34.938)
7731,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-02-04,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000006944,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,0.258,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.258,0.258,WORKHOUSE BAYOU,River/Stream,35.18096,-89.9561,47.0,157.0,8,POINT (-89.95610000000001 35.18096)
7732,USGS-AR,USGS Arkansas Water Science Center,nwisar.01.01801895,Sample-Routine,Water,2018-08-02,USGS-345616091150201,,USGS,USGS,Lead,0.046,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.046,0.046,04N02W30BAD1,Well,34.938,-91.251,5.0,95.0,8,POINT (-91.251 34.938)
7733,USGS-GA,USGS Georgia Water Science Center,nwisga.01.01802311,Sample-Routine,Water,2018-08-02,USGS-02337410,,10,Equal width increment (ewi),Lead,2.99,ug/l,Accepted,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,2.99,2.99,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",Stream,33.653805600000005,-84.8210278,13.0,97.0,8,POINT (-84.8210278 33.65380560000001)
7734,USGS-SC,USGS South Carolina Water Science Center,nwissc.01.01800196,Sample-Routine,Water,2018-08-02,USGS-325502081181001,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.049,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.049,0.049,AL- 389,Well,32.917261100000005,-81.30274440000001,45.0,5.0,8,POINT (-81.30274440000001 32.9172611)
7735,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01801243,Sample-Routine,Water,2018-08-02,USGS-01127000,,10,Equal width increment (ewi),Lead,0.267,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.267,0.267,"QUINEBAUG RIVER AT JEWETT CITY, CT",Stream,41.5974917,-71.9840944,9.0,11.0,8,POINT (-71.9840944 41.5974917)
7736,21COL001_WQX,Colorado Dept. of Public Health & Environment-WQCD,21COL001_WQX-20193023001-20180802_S-ROUTINE,Sample-Routine,Water,2018-08-02,21COL001_WQX-7182,SWMN,STREAM_1_WQX,WQCD Stream Sampling Procedure,Lead,0.62,ug/l,Final,Actual,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,Lower Reporting Limit,0.17,ug/l,STORET,0.62,0.62,ARKANSAS R. BLW LEADVILLE,River/Stream,39.1645,-106.32016000000002,8.0,65.0,8,POINT (-106.32016 39.1645)
7737,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-MAINCK080218-5910619-0802-4-C,Sample-Routine,Water,2018-08-02,UTAHDWQ_WQX-5910619,305,DWQ-001,Water Grab Sampling,Lead,0.174,ug/l,Accepted,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Reporting Limit,0.10,ug/l,STORET,0.174,0.174,Main Creek 0.4 mile AB U.S. Highway 189 at driveway bridge,River/Stream,40.406315,-111.47250600000001,49.0,51.0,8,POINT (-111.472506 40.406315)
7738,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808006-05-05,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000003081,TNPR0051,TDECWRGRAB,WATER SAMPLE,Lead,0.181,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.181,0.181,HORSE CREEK,River/Stream,35.2622,-88.2111,47.0,71.0,8,POINT (-88.2111 35.2622)
7739,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800763,Sample-Routine,Water,2018-08-02,USGS-01395000,,40,Multiple verticals,Lead,1.42,ug/l,Preliminary,Actual,,PLM78,USGS,"Metals, wu, 2% corr, ICP-MS",,,,NWIS,1.42,1.42,Rahway River at Rahway NJ,Stream,40.618888899999995,-74.2833333,34.0,39.0,8,POINT (-74.2833333 40.61888889999999)
7740,USGS-NJ,USGS New Jersey Water Science Center,nwisnj.01.01800746,Sample-Routine,Water,2018-08-02,USGS-394918074442801,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.324,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.324,0.324,051419-- Suscp01 Dom,Well,39.82175,-74.74075,34.0,5.0,8,POINT (-74.74075000000001 39.82175)
7741,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-05-04,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000002840,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,0.665,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.665,0.665,HARRISON CREEK,River/Stream,35.18333,-89.9325,47.0,157.0,8,POINT (-89.9325 35.18333)
7742,USGS-ND,USGS North Dakota Water Science Center,nwisnd.01.01800914,Sample-Routine,Water,2018-08-02,USGS-483109102460201,,4040,Submersible pump,Lead,0.027,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.027,0.027,158-94-12CDB1,Well,48.5190667,-102.7671222,38.0,61.0,8,POINT (-102.7671222 48.5190667)
7743,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01801289,Sample-Routine,Water,2018-08-02,USGS-01189030,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.142,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.142,0.142,"PEQUABUCK R AT FARMINGTON, CT",Stream,41.716766,-72.8398216,9.0,3.0,8,POINT (-72.83982159999999 41.716766)
7744,USGS-MN,USGS Minnesota Water Science Center,nwismn.01.01800468,Sample-Routine,Water,2018-08-02,MN040-443119093050101,National Water Quality Assessment Program (NAWQA),4040,Submersible pump,Lead,0.038,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.038,0.038,PDCJ-U08  112N19W10DABBAD01 W813 DD34   0000443920,Well,44.522130600000004,-93.0842417,27.0,37.0,8,POINT (-93.08424170000001 44.5221306)
7745,CEDEN,California State Water Resources Control Board,CEDEN--2145429051,Sample-Routine,Water,2018-08-02,CEDEN-LM_OF-ALV-12D,MS4_DW_OFSM,Water_Grab,Water_Grab,Lead,1,ug/l,Final,Actual,,118,CEDEN,EPA 200.8,Laboratory Reporting Level,5,ug/l,STORET,1.0,1.0,La Mesa_OF-ALV-12D_San Diego River,Other-Surface Water,32.7817,-117.01299999999999,6.0,73.0,8,POINT (-117.013 32.7817)
7746,INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB33875.CHEM,Sample-Routine,Water,2018-08-02,INSTOR_WQX-1918,2064,Unknown,Unknown,Lead,1.36,ug/l,Final,Actual,,200.8,INSTOR_WQX,200.8,Laboratory Reporting Level,1,ug/l,STORET,1.36,1.36,LMG060-0007,River/Stream,41.6184014371,-87.1763269266,18.0,127.0,8,POINT (-87.1763269266 41.6184014371)
7747,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-10-04,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000002475,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,0.325,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.325,0.325,FLETCHER CREEK UT,River/Stream,35.1947,-89.82700000000001,47.0,157.0,8,POINT (-89.82700000000001 35.1947)
7748,USGS-CT,USGS Connecticut Water Science Center,nwisma.01.01801285,Sample-Routine,Water,2018-08-02,USGS-01189995,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.160,ug/l,Accepted,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.16,0.16,"FARMINGTON RIVER AT TARIFFVILLE, CT",Stream,41.9082833,-72.75935279999999,9.0,3.0,8,POINT (-72.75935279999999 41.9082833)
7749,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-01-07,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000006875,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,1.38,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,1.38,1.38,WOLF RIVER,River/Stream,35.189717,-90.04351899999999,47.0,157.0,8,POINT (-90.04351899999999 35.189717)
7750,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-08-04,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000002468,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,0.3,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.3,0.3,FLETCHER CREEK,River/Stream,35.1694,-89.8655,47.0,157.0,8,POINT (-89.8655 35.1694)
7751,NJDEP_BFBM,NJDEP Bureau of Freshwater and Biological Monitoring,NJDEP_BFBM-223357,Sample-Routine,Water,2018-08-02,NJDEP_BFBM-01461262,RTWQN 2017-2019,RTWQN 2017-2019,GRAB,Lead,0.182,ug/l,Final,Estimated,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,,,STORET,0.182,0.182,Plum Ck off Stone Signpost Rd,River/Stream,40.490266,-74.93881800000001,34.0,19.0,8,POINT (-74.93881800000001 40.490266)
7752,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N1808011-07-04,Sample-Routine,Water,2018-08-02,TDECWR_WQX-TNW000002842,TNPR0080,TDECWRGRAB,WATER SAMPLE,Lead,0.501,ug/l,Final,Actual,,200.8,USEPA,Metals in Waters by ICP/MS,Lower Quantitation Limit,1,ug/l,STORET,0.501,0.501,HARRINGTON CREEK,River/Stream,35.1875,-89.8875,47.0,157.0,8,POINT (-89.8875 35.1875)
7754,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-93.352M,Sample-Routine,Water,2018-08-03,CORIVWCH_WQX-93,1,SM 1060B,SM 1060B,Lead,5,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,5.0,5.0,Animas - Weaselskin,River/Stream,37.15185256,-107.8847621,8.0,67.0,8,POINT (-107.8847621 37.15185256)
7755,CORIVWCH_WQX,The Rivers of Colorado Water Watch Network (RiverWatch),CORIVWCH_WQX-3577.209M,Sample-Routine,Water,2018-08-03,CORIVWCH_WQX-3577,1,SM 1060B,SM 1060B,Lead,17,ug/l,Validated,Actual,,200.15,USEPA,Metals in Water by Nebulization and ICP-AES,Lower Reporting Limit,3,ug/l,STORET,17.0,17.0,Animas - 32nd St,River/Stream,37.3001,-107.8691,8.0,67.0,8,POINT (-107.8691 37.3001)
7756,USGS-CO,USGS Colorado Water Science Center,nwisco.01.01802720,Sample-Routine,Water,2018-08-03,USGS-07103700,,15,"Multiple verticals, non-isokinetic, equal widths and transit rate",Lead,0.070,ug/l,Preliminary,Actual,,PLM43,USGS,"Metals, wf, ICP-MS",,,,NWIS,0.07,0.07,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",Stream,38.8547136,-104.8780314,8.0,41.0,8,POINT (-104.8780314 38.8547136)
